191201,40.884,0.007,6.438,0.764,10.188,10.515,14.793,7.031,3.552,3.361,20.522,0.646,20.342,20.013,102.333,473.782,361.845,321.991,322.906,137.843,14.159,0.004,1.559
191202,3.429,0.004,8.912,9.986,16.345,36.373,22.812,19.594,3.04,6.802,0.646,20.342,20.013,102.333,473.782,361.845,321.991,322.906,137.843,14.159,0.004,1.559,14.987
191203,6.547,24.327,15.446,23.432,30.383,23.02,35.993,7.072,0,23.642,20.342,20.013,102.333,473.782,361.845,321.991,322.906,137.843,14.159,0.004,1.559,14.987,10.994
191204,24.476,62.518,52.954,32.535,38.788,12.526,46.165,12.178,91.526,63.364,20.013,102.333,473.782,361.845,321.991,322.906,137.843,14.159,0.004,1.559,14.987,10.994,74.908
191205,47.154,67.136,133.438,388.433,169.17,106.187,85.157,96.045,79.356,79.464,102.333,473.782,361.845,321.991,322.906,137.843,14.159,0.004,1.559,14.987,10.994,74.908,120.262
191206,302.594,261.115,475.988,261.455,91.076,250.02,383.21,247.591,412.411,345.489,473.782,361.845,321.991,322.906,137.843,14.159,0.004,1.559,14.987,10.994,74.908,120.262,311.77
191207,254.565,455.877,193.747,397.791,534.328,494.987,330.085,355.327,438.033,522.565,361.845,321.991,322.906,137.843,14.159,0.004,1.559,14.987,10.994,74.908,120.262,311.77,466.723
191208,348.975,280.004,346.029,297.315,472.995,270.683,261.005,300.664,357.365,345.974,321.991,322.906,137.843,14.159,0.004,1.559,14.987,10.994,74.908,120.262,311.77,466.723,316.23
191209,197.206,450.798,241.389,173.67,282.832,163.14,309.5,177.754,270.772,210.397,322.906,137.843,14.159,0.004,1.559,14.987,10.994,74.908,120.262,311.77,466.723,316.23,99.633
191210,56.787,47.283,126.871,36.245,40.9,168.761,45.885,32.012,47.383,91.474,137.843,14.159,0.004,1.559,14.987,10.994,74.908,120.262,311.77,466.723,316.23,99.633,38.955
191211,20.371,0.009,10.222,11.525,0.926,3.383,0.005,0.631,1.095,7.673,14.159,0.004,1.559,14.987,10.994,74.908,120.262,311.77,466.723,316.23,99.633,38.955,12.406
