192206,7.49,25.62,31.029,36.491,58.922,29.317,9.66,10.871,0.0035,6.33,329.7
192207,5.84,25.679,29.367,33.1,73.447,32.381,15.2276,7.423,0,4.97,408.666
192208,5.34,25.127,28.487,31.85,68.864,33.597,14.0186,6.721,0,4.42,325.689
192209,5.39,24.327,28.167,32.052,58.099,31.198,10.9735,7.725,0,4.23,328.069
192210,5.76,19.764,25.056,30.376,35.485,22.516,2.7994,10.598,0,3.91,76.905
192211,5.6,13.795,20.701,27.655,21.479,15.951,0.9974,13.845,0.0473,3.32,5.423
192212,4.86,8.967,16.275,23.585,23.683,12.899,1.1426,14.62,1.6173,2.68,6.241
192301,4.91,9.119,16.29,23.522,22.08,12.952,0.173,14.389,1.5545,2.81,0.173
192302,5.63,11.199,18.66,26.166,23.848,12.918,2.8611,14.953,0.1312,3.64,73.396
192303,7.01,16.293,24.477,32.682,28.809,12.967,0.8787,16.364,0.009,5.33,0.98
192304,8.37,23.417,31.421,39.463,25.314,16.122,1,16.021,0,7.01,1.692
192305,8.67,26.934,34.121,41.351,34.215,23.622,1.0618,14.394,0,7.53,3.515
192306,7.63,29.123,34.539,39.994,58.764,33.706,5.1756,10.871,0,6.77,104.307
192307,5.92,26.022,29.711,33.445,73.583,33.229,13.5459,7.423,0,5.03,306.547
192308,5.35,25.819,29.171,32.541,68.864,33.658,15.7605,6.721,0,4.51,491.502
192309,5.43,25.269,29.094,32.993,58.194,31.865,8.619,7.725,0,4.31,206.589
192310,5.81,20.345,25.661,30.98,34.717,24.006,2.5553,10.598,0,3.95,25.22
192311,5.62,14.025,20.941,27.896,20.719,16.085,1,13.845,0.0473,3.33,4.07
192312,4.93,9.959,17.242,24.577,23.215,13.829,0.2064,14.62,1.1461,2.76,0.206
192401,4.91,9.019,16.192,23.425,22.12,12.887,1.1689,14.389,1.4421,2.81,7.975
192402,5.66,11.767,19.226,26.732,22.602,13.708,1.2922,14.953,0.0349,3.7,16.658
192403,7.15,18.4,26.583,34.786,28.04,13.945,1,16.364,0,5.58,1.616
192404,8.47,23.728,31.709,39.749,25.191,16.908,1.0482,16.021,0,7.05,17.471
192405,8.63,26.417,33.601,40.811,34.144,23.462,1.352,14.394,0,7.47,10.282
192406,7.63,29.689,35.102,40.559,59.121,34.03,5.6308,10.871,0,6.85,114.652
192407,5.93,25.833,29.543,33.255,73.136,33.211,14.8887,7.423,0,5.01,364.363
192408,5.37,25.827,29.176,32.549,68.679,33.583,12.0726,6.721,0,4.5,223.905
192409,5.4,24.437,28.335,32.222,57.998,31.88,9.8567,7.725,0,4.26,234.097
192410,5.81,21.271,26.55,31.868,35.09,24.028,3.691,10.598,0,4.04,93.801
192411,5.64,14.019,20.934,27.885,21.06,15.848,1,13.845,0.0495,3.33,39.761
192412,4.96,9.603,16.914,24.225,23.054,13.969,0.0404,14.62,1.4194,2.75,0.04
192501,4.83,7.852,15.034,22.241,24.476,12.06,1.4711,14.389,4.0497,2.69,9.881
192502,5.56,10.154,17.614,25.106,23.19,12.714,1,14.953,0.293,3.55,4.565
192503,7.02,16.328,24.486,32.692,28.524,13.019,1,16.364,0,5.31,5.349
192504,8.34,22.239,30.244,38.263,25.614,15.717,0.9864,16.021,0,6.84,5.972
192505,8.64,25.564,32.728,39.958,34.08,23.259,1.9987,14.394,0,7.33,17.272
192506,7.49,26.546,31.973,37.417,58.715,30.733,6.2139,10.871,0,6.45,104.848
192507,5.84,25.359,29.071,32.781,73.622,32.705,13.4339,7.423,0,4.96,305.628
192508,5.34,25.809,29.159,32.531,68.966,33.657,15.5373,6.721,0,4.5,448.666
192509,5.42,25.048,28.911,32.771,58.16,31.878,7.6909,7.725,0,4.3,151.598
192510,5.82,20.722,26.023,31.342,34.898,23.983,1.6256,10.598,0,3.99,19.878
192511,5.67,14.019,20.934,27.885,20.209,15.465,1,13.845,0.063,3.33,10.05
192512,4.88,8.954,16.242,23.575,23.204,12.943,0,14.62,2.7797,2.67,0
192601,4.86,9.161,16.316,23.548,23.203,12.887,1.785,14.389,1.1645,2.82,17.237
