191201,61.818,4.64,6.501,1.375,7.684,7.808,0.119,11.646,2.741,5.497,9.314,0.2,22.284,2.078,12.611,368.327,165.399,268.4,258.489,101.705,34.292,0,3.137
191202,23.444,3.255,5.236,3.98,31.386,79.049,61.994,59.592,6.23,9.564,0.2,22.284,2.078,12.611,368.327,165.399,268.4,258.489,101.705,34.292,0,3.137,9.546
191203,4.177,6.051,4.98,27.545,28.986,22.426,23.608,6.534,0,17.748,22.284,2.078,12.611,368.327,165.399,268.4,258.489,101.705,34.292,0,3.137,9.546,3.985
191204,8.506,7.667,5.286,1.001,7.041,1.265,35.831,1.192,36.607,9.646,2.078,12.611,368.327,165.399,268.4,258.489,101.705,34.292,0,3.137,9.546,3.985,14.825
191205,8.874,5.228,27.475,110.883,13.014,10.272,11.922,5.666,5.075,10.171,12.611,368.327,165.399,268.4,258.489,101.705,34.292,0,3.137,9.546,3.985,14.825,23.463
191206,102.642,72.371,172.638,91.874,19.123,129.488,264.067,78.434,213.786,166.384,368.327,165.399,268.4,258.489,101.705,34.292,0,3.137,9.546,3.985,14.825,23.463,92.333
191207,171.353,315.841,119.49,274.701,417.356,438.923,177.9,279.651,368.626,284.324,165.399,268.4,258.489,101.705,34.292,0,3.137,9.546,3.985,14.825,23.463,92.333,312.82
191208,266.566,161.968,191.451,432.924,296.361,219.805,276.132,287.45,360.656,329.261,268.4,258.489,101.705,34.292,0,3.137,9.546,3.985,14.825,23.463,92.333,312.82,301.48
191209,208.246,358.714,159.812,96.525,385.303,215.467,149.058,96.591,163.811,205.346,258.489,101.705,34.292,0,3.137,9.546,3.985,14.825,23.463,92.333,312.82,301.48,52.699
191210,23.641,13.185,104.299,59.719,13.905,88.766,14.956,104.367,7.877,47.739,101.705,34.292,0,3.137,9.546,3.985,14.825,23.463,92.333,312.82,301.48,52.699,17.81
191211,5.664,0.658,0,6.451,0,0.517,0,0,0.127,16.953,34.292,0,3.137,9.546,3.985,14.825,23.463,92.333,312.82,301.48,52.699,17.81,14.019
191212,0,0.472,0,0.564,0.614,0.614,0.995,0.405,2.88,0,0,3.137,9.546,3.985,14.825,23.463,92.333,312.82,301.48,52.699,17.81,14.019,0
191301,4.64,6.501,1.375,7.684,7.808,0.119,11.646,2.741,5.497,9.314,3.137,9.546,3.985,14.825,23.463,92.333,312.82,301.48,52.699,17.81,14.019,0,0.119
191302,3.255,5.236,3.98,31.386,79.049,61.994,59.592,6.23,9.564,0.2,9.546,3.985,14.825,23.463,92.333,312.82,301.48,52.699,17.81,14.019,0,0.119,66.551
191303,6.051,4.98,27.545,28.986,22.426,23.608,6.534,0,17.748,22.284,3.985,14.825,23.463,92.333,312.82,301.48,52.699,17.81,14.019,0,0.119,66.551,32.788
191304,7.667,5.286,1.001,7.041,1.265,35.831,1.192,36.607,9.646,2.078,14.825,23.463,92.333,312.82,301.48,52.699,17.81,14.019,0,0.119,66.551,32.788,0.741
191305,5.228,27.475,110.883,13.014,10.272,11.922,5.666,5.075,10.171,12.611,23.463,92.333,312.82,301.48,52.699,17.81,14.019,0,0.119,66.551,32.788,0.741,35.266
191306,72.371,172.638,91.874,19.123,129.488,264.067,78.434,213.786,166.384,368.327,92.333,312.82,301.48,52.699,17.81,14.019,0,0.119,66.551,32.788,0.741,35.266,352.409
191307,315.841,119.49,274.701,417.356,438.923,177.9,279.651,368.626,284.324,165.399,312.82,301.48,52.699,17.81,14.019,0,0.119,66.551,32.788,0.741,35.266,352.409,223.036
191308,161.968,191.451,432.924,296.361,219.805,276.132,287.45,360.656,329.261,268.4,301.48,52.699,17.81,14.019,0,0.119,66.551,32.788,0.741,35.266,352.409,223.036,330.691
191309,358.714,159.812,96.525,385.303,215.467,149.058,96.591,163.811,205.346,258.489,52.699,17.81,14.019,0,0.119,66.551,32.788,0.741,35.266,352.409,223.036,330.691,151.745
191310,13.185,104.299,59.719,13.905,88.766,14.956,104.367,7.877,47.739,101.705,17.81,14.019,0,0.119,66.551,32.788,0.741,35.266,352.409,223.036,330.691,151.745,81.56
191311,0.658,0,6.451,0,0.517,0,0,0.127,16.953,34.292,14.019,0,0.119,66.551,32.788,0.741,35.266,352.409,223.036,330.691,151.745,81.56,2.459
191312,0.472,0,0.564,0.614,0.614,0.995,0.405,2.88,0,0,0,0.119,66.551,32.788,0.741,35.266,352.409,223.036,330.691,151.745,81.56,2.459,9.495
191401,6.501,1.375,7.684,7.808,0.119,11.646,2.741,5.497,9.314,3.137,0.119,66.551,32.788,0.741,35.266,352.409,223.036,330.691,151.745,81.56,2.459,9.495,0.628
191402,5.236,3.98,31.386,79.049,61.994,59.592,6.23,9.564,0.2,9.546,66.551,32.788,0.741,35.266,352.409,223.036,330.691,151.745,81.56,2.459,9.495,0.628,30.111
191403,4.98,27.545,28.986,22.426,23.608,6.534,0,17.748,22.284,3.985,32.788,0.741,35.266,352.409,223.036,330.691,151.745,81.56,2.459,9.495,0.628,30.111,17.974
191404,5.286,1.001,7.041,1.265,35.831,1.192,36.607,9.646,2.078,14.825,0.741,35.266,352.409,223.036,330.691,151.745,81.56,2.459,9.495,0.628,30.111,17.974,28.813
191405,27.475,110.883,13.014,10.272,11.922,5.666,5.075,10.171,12.611,23.463,35.266,352.409,223.036,330.691,151.745,81.56,2.459,9.495,0.628,30.111,17.974,28.813,37.997
191406,172.638,91.874,19.123,129.488,264.067,78.434,213.786,166.384,368.327,92.333,352.409,223.036,330.691,151.745,81.56,2.459,9.495,0.628,30.111,17.974,28.813,37.997,55.252
191407,119.49,274.701,417.356,438.923,177.9,279.651,368.626,284.324,165.399,312.82,223.036,330.691,151.745,81.56,2.459,9.495,0.628,30.111,17.974,28.813,37.997,55.252,235.128
191408,191.451,432.924,296.361,219.805,276.132,287.45,360.656,329.261,268.4,301.48,330.691,151.745,81.56,2.459,9.495,0.628,30.111,17.974,28.813,37.997,55.252,235.128,379.832
191409,159.812,96.525,385.303,215.467,149.058,96.591,163.811,205.346,258.489,52.699,151.745,81.56,2.459,9.495,0.628,30.111,17.974,28.813,37.997,55.252,235.128,379.832,107.12
191410,104.299,59.719,13.905,88.766,14.956,104.367,7.877,47.739,101.705,17.81,81.56,2.459,9.495,0.628,30.111,17.974,28.813,37.997,55.252,235.128,379.832,107.12,12.413
191411,0,6.451,0,0.517,0,0,0.127,16.953,34.292,14.019,2.459,9.495,0.628,30.111,17.974,28.813,37.997,55.252,235.128,379.832,107.12,12.413,0
191412,0,0.564,0.614,0.614,0.995,0.405,2.88,0,0,0,9.495,0.628,30.111,17.974,28.813,37.997,55.252,235.128,379.832,107.12,12.413,0,2.119
191501,1.375,7.684,7.808,0.119,11.646,2.741,5.497,9.314,3.137,0.119,0.628,30.111,17.974,28.813,37.997,55.252,235.128,379.832,107.12,12.413,0,2.119,3.343
191502,3.98,31.386,79.049,61.994,59.592,6.23,9.564,0.2,9.546,66.551,30.111,17.974,28.813,37.997,55.252,235.128,379.832,107.12,12.413,0,2.119,3.343,64.606
191503,27.545,28.986,22.426,23.608,6.534,0,17.748,22.284,3.985,32.788,17.974,28.813,37.997,55.252,235.128,379.832,107.12,12.413,0,2.119,3.343,64.606,11.942
191504,1.001,7.041,1.265,35.831,1.192,36.607,9.646,2.078,14.825,0.741,28.813,37.997,55.252,235.128,379.832,107.12,12.413,0,2.119,3.343,64.606,11.942,3.545
191505,110.883,13.014,10.272,11.922,5.666,5.075,10.171,12.611,23.463,35.266,37.997,55.252,235.128,379.832,107.12,12.413,0,2.119,3.343,64.606,11.942,3.545,16.412
191506,91.874,19.123,129.488,264.067,78.434,213.786,166.384,368.327,92.333,352.409,55.252,235.128,379.832,107.12,12.413,0,2.119,3.343,64.606,11.942,3.545,16.412,116.837
191507,274.701,417.356,438.923,177.9,279.651,368.626,284.324,165.399,312.82,223.036,235.128,379.832,107.12,12.413,0,2.119,3.343,64.606,11.942,3.545,16.412,116.837,264.106
191508,432.924,296.361,219.805,276.132,287.45,360.656,329.261,268.4,301.48,330.691,379.832,107.12,12.413,0,2.119,3.343,64.606,11.942,3.545,16.412,116.837,264.106,245.795
191509,96.525,385.303,215.467,149.058,96.591,163.811,205.346,258.489,52.699,151.745,107.12,12.413,0,2.119,3.343,64.606,11.942,3.545,16.412,116.837,264.106,245.795,246.999
191510,59.719,13.905,88.766,14.956,104.367,7.877,47.739,101.705,17.81,81.56,12.413,0,2.119,3.343,64.606,11.942,3.545,16.412,116.837,264.106,245.795,246.999,50.129
191511,6.451,0,0.517,0,0,0.127,16.953,34.292,14.019,2.459,0,2.119,3.343,64.606,11.942,3.545,16.412,116.837,264.106,245.795,246.999,50.129,22.457
191512,0.564,0.614,0.614,0.995,0.405,2.88,0,0,0,9.495,2.119,3.343,64.606,11.942,3.545,16.412,116.837,264.106,245.795,246.999,50.129,22.457,0.04
191601,7.684,7.808,0.119,11.646,2.741,5.497,9.314,3.137,0.119,0.628,3.343,64.606,11.942,3.545,16.412,116.837,264.106,245.795,246.999,50.129,22.457,0.04,0.119
191602,31.386,79.049,61.994,59.592,6.23,9.564,0.2,9.546,66.551,30.111,64.606,11.942,3.545,16.412,116.837,264.106,245.795,246.999,50.129,22.457,0.04,0.119,25.336
191603,28.986,22.426,23.608,6.534,0,17.748,22.284,3.985,32.788,17.974,11.942,3.545,16.412,116.837,264.106,245.795,246.999,50.129,22.457,0.04,0.119,25.336,1.413
